"ID","RLH"
1,0.35189880913587
2,0.602868440941006
3,0.451982192086019
4,0.573216112576599
5,0.522865934083365
6,0.649409198747223
7,0.389663517456178
8,0.541965729748368
9,0.534974184498073
10,0.484599919167228
11,0.587010823100394
12,0.493193446627
13,0.561705360674594
14,0.51342353572405
15,0.394978341608185
16,0.533688060914361
17,0.56897672874726
18,0.562474038124788
19,0.481349356012354
20,0.550894565895657
21,0.508970274041211
22,0.679094794071593
23,0.626720763546111
24,0.343894187879637
25,0.528771556684496
26,0.628882124069083
27,0.501816872788611
28,0.32620731808152
29,0.578727993151906
30,0.551594331800571
31,0.623781822724921
32,0.527111359287168
33,0.549297135124481
34,0.705897056911721
35,0.52737957573463
36,0.706596995624444
37,0.470905436434669
38,0.612750213489011
39,0.42132001019485
40,0.514790613316627
41,0.524579868435794
42,0.508717470116313
43,0.550378515620934
44,0.472878859973272
45,0.538295820891456
46,0.42582108478151
47,0.432953310879183
48,0.660412651370162
49,0.627502334818946
50,0.673907199585834
51,0.52813446023928
52,0.65328921002388
53,0.642253328017118
54,0.625385425201913
55,0.636138362205391
56,0.509163714593941
57,0.479340940089196
58,0.568919024646257
59,0.462365412648288
60,0.486433842107324
61,0.433282219208919
62,0.489691532690913
63,0.506288291518403
64,0.464584937437175
65,0.499008992263748
66,0.481601097622919
67,0.426197901209919
68,0.520666856605406
69,0.585019672751529
70,0.508601733375801
71,0.577162461885108
72,0.574185372876669
73,0.54668265513779
74,0.502956057503032
75,0.640982466705943
76,0.396872955574965
77,0.620602427496303
78,0.594333226645717
79,0.61788776234026
80,0.630016233099526
81,0.472625027448816
82,0.454660095065615
83,0.557259447433467
84,0.576491996359538
85,0.505257031321031
86,0.411266873883056
87,0.570167932131319
88,0.538965725287701
89,0.625419196985097
90,0.347610754788671
91,0.492818919967304
92,0.489726670273489
93,0.489255250803426
94,0.461556626928438
95,0.496166174002742
96,0.631182778714502
97,0.519033339810585
98,0.352838905079629
99,0.475218559834888
100,0.457780310125926
101,0.408214588724382
102,0.477444328845783
103,0.597853667299283
104,0.58056041611306
105,0.493579953343957
106,0.441200001024553
107,0.360979594380909
108,0.502385662604681
109,0.331681889437147
110,0.526879270102356
111,0.458586352528218
112,0.530530260985689
113,0.625591930640274
114,0.590529171747313
115,0.400622234375018
116,0.516861690069076
117,0.53600093324031
118,0.481479010011025
119,0.425726949497004
120,0.525900898401337
121,0.668366140986337
122,0.474871801654821
123,0.543215863328466
124,0.361934849234844
125,0.643303204794774
126,0.507376327168351
127,0.668344126530972
128,0.517403436487034
129,0.529877825936582
130,0.318480880432879
131,0.484010281602902
132,0.671576805813467
133,0.577382713599173
134,0.562131721070197
135,0.583700465112374
136,0.365762005922467
137,0.470809638134712
138,0.378172989553065
139,0.579131851375408
140,0.397903969331425
141,0.600860309247911
142,0.62685962680798
143,0.6857575842599
144,0.530762022984977
145,0.425664964856581
146,0.502712225344626
147,0.609307506342174
148,0.620820555578409
149,0.414393075583965
150,0.518653938774676
151,0.57384983746648
152,0.580298236936793
153,0.379176711578161
154,0.512350499966377
155,0.485824507446913
156,0.517055428601503
157,0.5374812300686
158,0.569831240894405
159,0.433564775454428
160,0.480077182837373
161,0.435528849332829
162,0.628660564403481
163,0.45938350745619
164,0.490595365774754
165,0.357254891542659
166,0.629143394717687
167,0.568060573392146
168,0.624061117439033
169,0.543446235848465
170,0.543948838299309
171,0.430417280520953
172,0.53272463496067
173,0.54784791858761
174,0.460223794881535
175,0.453107266626633
176,0.743608321978306
177,0.658101867378824
178,0.389500741222707
179,0.313213459501901
180,0.327484485871953
181,0.663218602121273
182,0.424941424398786
183,0.382903685365017
184,0.474759256321887
185,0.494340158612585
186,0.52814330309438
187,0.590841917630652
188,0.513547243416948
189,0.521152495516033
190,0.3808637530301
191,0.568164871121238
192,0.590985291991624
193,0.474543446359568
194,0.57939400546045
195,0.582823508772198
196,0.618095588073822
197,0.333165747176164
198,0.563938127244867
199,0.588486690236634
200,0.452039033146139
